,file_path,emotion,emotional_intensity
814,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-07-02-01-01-23.wav,disgust,3
815,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-07-01-01-01-23.wav,disgust,2
816,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-03-02-01-02-23.wav,happy,3
817,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-06-01-01-02-23.wav,fearful,2
818,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-07-01-01-02-23.wav,disgust,2
819,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-04-02-01-02-23.wav,sad,3
820,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-02-02-02-01-23.wav,calm,3
821,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-07-02-01-02-23.wav,disgust,3
822,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-05-02-01-01-23.wav,angry,3
823,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-06-02-02-01-23.wav,fearful,3
824,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-02-01-02-01-23.wav,calm,2
825,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-04-01-01-01-23.wav,sad,2
826,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-02-01-02-02-23.wav,calm,2
827,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-04-02-01-01-23.wav,sad,3
828,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-05-02-02-01-23.wav,angry,3
829,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-03-02-01-01-23.wav,happy,3
830,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-07-02-02-02-23.wav,disgust,3
831,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-05-02-02-02-23.wav,angry,3
832,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-03-01-01-01-23.wav,happy,2
833,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-08-02-02-01-23.wav,surprised,3
834,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-08-01-02-02-23.wav,surprised,2
835,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-08-02-02-02-23.wav,surprised,3
836,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-08-01-01-02-23.wav,surprised,2
837,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-08-02-01-02-23.wav,surprised,3
838,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-08-01-02-01-23.wav,surprised,2
839,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-08-02-01-01-23.wav,surprised,3
840,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-03-02-01-02-16.wav,happy,3
841,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-04-02-02-02-16.wav,sad,3
842,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-04-01-01-01-16.wav,sad,2
843,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-02-02-02-02-16.wav,calm,3
844,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-05-02-02-01-16.wav,angry,3
845,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-04-02-01-02-16.wav,sad,3
846,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-04-02-02-01-16.wav,sad,3
847,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-02-02-01-02-16.wav,calm,3
848,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-03-01-02-01-16.wav,happy,2
849,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-02-02-01-01-16.wav,calm,3
850,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-03-01-01-01-16.wav,happy,2
851,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-01-01-02-01-16.wav,neutral,2
852,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-04-01-02-02-16.wav,sad,2
853,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-02-01-02-01-16.wav,calm,2
854,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-01-01-01-02-16.wav,neutral,2
855,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-04-01-02-01-16.wav,sad,2
856,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-02-01-02-02-16.wav,calm,2
857,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-05-01-02-01-16.wav,angry,2
858,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-03-02-02-01-16.wav,happy,3
859,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-01-01-02-02-16.wav,neutral,2
860,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-02-01-01-01-16.wav,calm,2
861,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-03-02-02-02-16.wav,happy,3
862,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-06-01-01-01-16.wav,fearful,2
863,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-05-01-01-02-16.wav,angry,2
864,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-02-02-02-01-16.wav,calm,3
865,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-01-01-01-01-16.wav,neutral,2
866,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-04-01-01-02-16.wav,sad,2
867,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-05-01-01-01-16.wav,angry,2
868,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-03-01-02-02-16.wav,happy,2
869,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-05-01-02-02-16.wav,angry,2
870,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-05-02-01-01-16.wav,angry,3
871,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-02-01-01-02-16.wav,calm,2
872,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-04-02-01-01-16.wav,sad,3
873,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-05-02-02-02-16.wav,angry,3
874,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-05-02-01-02-16.wav,angry,3
875,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-03-02-01-01-16.wav,happy,3
876,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-03-01-01-02-16.wav,happy,2
877,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-06-01-01-02-16.wav,fearful,2
878,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-06-01-02-02-16.wav,fearful,2
879,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-07-01-01-01-16.wav,disgust,2
880,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-07-01-01-02-16.wav,disgust,2
881,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-08-01-01-01-16.wav,surprised,2
882,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-06-01-02-01-16.wav,fearful,2
883,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-07-01-02-02-16.wav,disgust,2
884,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-08-02-01-01-16.wav,surprised,3
885,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-08-02-01-02-16.wav,surprised,3
886,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-06-02-02-02-16.wav,fearful,3
887,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-08-01-02-01-16.wav,surprised,2
888,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-08-02-02-02-16.wav,surprised,3
889,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-08-02-02-01-16.wav,surprised,3
890,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-07-02-02-01-16.wav,disgust,3
891,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-08-01-01-02-16.wav,surprised,2
892,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-08-01-02-02-16.wav,surprised,2
893,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-07-02-01-01-16.wav,disgust,3
894,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-06-02-01-01-16.wav,fearful,3
895,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-07-01-02-01-16.wav,disgust,2
896,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-06-02-01-02-16.wav,fearful,3
897,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-06-02-02-01-16.wav,fearful,3
898,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-07-02-01-02-16.wav,disgust,3
899,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_16/03-01-07-02-02-02-16.wav,disgust,3
900,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-05-01-02-01-08.wav,angry,2
901,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-02-01-01-02-08.wav,calm,2
902,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-05-02-02-02-08.wav,angry,3
903,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-02-02-01-02-08.wav,calm,3
904,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-03-01-01-02-08.wav,happy,2
905,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-04-02-01-01-08.wav,sad,3
906,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-05-01-02-02-08.wav,angry,2
907,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-04-02-02-01-08.wav,sad,3
908,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-05-02-01-01-08.wav,angry,3
909,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-04-01-02-01-08.wav,sad,2
910,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-02-01-01-01-08.wav,calm,2
911,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-01-01-02-02-08.wav,neutral,2
912,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-05-02-01-02-08.wav,angry,3
913,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-02-01-02-01-08.wav,calm,2
914,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-06-01-01-02-08.wav,fearful,2
915,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-02-02-02-01-08.wav,calm,3
916,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-03-02-02-01-08.wav,happy,3
917,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-04-02-01-02-08.wav,sad,3
918,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-06-01-01-01-08.wav,fearful,2
919,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-03-02-01-01-08.wav,happy,3
920,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-03-01-02-02-08.wav,happy,2
921,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-03-01-01-01-08.wav,happy,2
922,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-02-01-02-02-08.wav,calm,2
923,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-03-01-02-01-08.wav,happy,2
924,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-01-01-01-02-08.wav,neutral,2
925,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-05-02-02-01-08.wav,angry,3
926,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-01-01-01-01-08.wav,neutral,2
927,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-05-01-01-01-08.wav,angry,2
928,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-03-02-02-02-08.wav,happy,3
929,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-04-02-02-02-08.wav,sad,3
930,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-04-01-01-01-08.wav,sad,2
931,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-01-01-02-01-08.wav,neutral,2
932,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-02-02-02-02-08.wav,calm,3
933,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-02-02-01-01-08.wav,calm,3
934,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-03-02-01-02-08.wav,happy,3
935,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-05-01-01-02-08.wav,angry,2
936,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-04-01-01-02-08.wav,sad,2
937,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-04-01-02-02-08.wav,sad,2
938,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-08-02-01-01-08.wav,surprised,3
939,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-08-01-02-02-08.wav,surprised,2
940,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-07-01-01-01-08.wav,disgust,2
941,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-07-01-01-02-08.wav,disgust,2
942,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-06-02-01-01-08.wav,fearful,3
943,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-08-01-01-02-08.wav,surprised,2
944,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-08-02-02-02-08.wav,surprised,3
945,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-08-01-01-01-08.wav,surprised,2
946,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-06-01-02-01-08.wav,fearful,2
947,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-08-02-02-01-08.wav,surprised,3
948,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-06-01-02-02-08.wav,fearful,2
949,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-08-02-01-02-08.wav,surprised,3
950,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-06-02-02-02-08.wav,fearful,3
951,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-07-02-01-01-08.wav,disgust,3
952,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-07-01-02-01-08.wav,disgust,2
953,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-07-02-01-02-08.wav,disgust,3
954,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-07-01-02-02-08.wav,disgust,2
955,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-06-02-02-01-08.wav,fearful,3
956,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-08-01-02-01-08.wav,surprised,2
957,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-07-02-02-01-08.wav,disgust,3
958,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-06-02-01-02-08.wav,fearful,3
959,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_08/03-01-07-02-02-02-08.wav,disgust,3
960,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-02-02-01-01-19.wav,calm,3
961,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-03-01-02-01-19.wav,happy,2
962,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-02-01-02-02-19.wav,calm,2
963,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-03-01-01-01-19.wav,happy,2
964,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-03-02-01-02-19.wav,happy,3
965,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-01-01-02-01-19.wav,neutral,2
966,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-02-02-01-02-19.wav,calm,3
967,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-03-02-02-01-19.wav,happy,3
968,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-01-01-02-02-19.wav,neutral,2
969,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-03-01-01-02-19.wav,happy,2
970,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-04-01-01-01-19.wav,sad,2
971,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-02-01-01-02-19.wav,calm,2
972,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-03-02-01-01-19.wav,happy,3
973,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-01-01-01-01-19.wav,neutral,2
974,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-02-02-02-02-19.wav,calm,3
975,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-03-02-02-02-19.wav,happy,3
976,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-03-01-02-02-19.wav,happy,2
977,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-02-02-02-01-19.wav,calm,3
978,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-01-01-01-02-19.wav,neutral,2
979,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-02-01-01-01-19.wav,calm,2
980,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-02-01-02-01-19.wav,calm,2
981,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-07-02-01-01-19.wav,disgust,3
982,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-07-01-01-01-19.wav,disgust,2
983,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-06-01-02-01-19.wav,fearful,2
984,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-05-01-02-01-19.wav,angry,2
985,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-06-01-01-01-19.wav,fearful,2
986,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-08-01-01-01-19.wav,surprised,2
987,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-04-02-01-01-19.wav,sad,3
988,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-08-02-02-01-19.wav,surprised,3
989,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-08-01-02-02-19.wav,surprised,2
990,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-04-01-02-01-19.wav,sad,2
991,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-07-01-02-02-19.wav,disgust,2
992,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-04-01-01-02-19.wav,sad,2
993,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-06-01-02-02-19.wav,fearful,2
994,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-08-02-01-01-19.wav,surprised,3
995,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-04-02-01-02-19.wav,sad,3
996,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-08-01-01-02-19.wav,surprised,2
997,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-05-02-02-01-19.wav,angry,3
998,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-05-01-01-01-19.wav,angry,2
999,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-04-02-02-02-19.wav,sad,3
1000,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-08-01-02-01-19.wav,surprised,2
1001,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-06-02-02-02-19.wav,fearful,3
1002,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-05-02-01-01-19.wav,angry,3
1003,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-07-02-01-02-19.wav,disgust,3
1004,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-08-02-01-02-19.wav,surprised,3
1005,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-07-02-02-02-19.wav,disgust,3
1006,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-05-02-01-02-19.wav,angry,3
1007,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-04-01-02-02-19.wav,sad,2
1008,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-07-01-02-01-19.wav,disgust,2
1009,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-07-02-02-01-19.wav,disgust,3
1010,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-06-02-01-01-19.wav,fearful,3
1011,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-04-02-02-01-19.wav,sad,3
1012,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-07-01-01-02-19.wav,disgust,2
1013,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-08-02-02-02-19.wav,surprised,3
1014,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_19/03-01-06-02-01-02-19.wav,fearful,3
